Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
hakuna matata,One of Wun,Gunna,2024-05-10,USAT22403439,"3,212",24.3,18861338.0,"3,421","12,527,571",,1708354.0,"29,123",,,,"381,728",,1,3,,,,,,,,,0
Little Talks,Little Talks,Of Monsters and Men,2011-01-01,USUM71119106,"3,217",24.3,1050676021.0,"222,725","53,015,020",75.0,95461283.0,"924,094","78,289",26746381.0,"162,004,699","16,316",96.0,"117,045",,68.0,"465,267",43.0,"547,325,755","384,670","3,516,318","15,749,222",,0
Not Even Ghosts Are This Empty,I No Longer Fear The Razor Guarding My Heel (V) - Single,$uicideboy$,2023-08-11,QZAPK2000391,"3,216",24.3,73979851.0,"22,621","3,769,032",67.0,50747796.0,"693,723","3,709",675392.0,"3,352,332","4,164,938",,185,55,,,,"3,513,432","1,163",,"135,705",,0
Shadow,A Hometown Odyssey,Livingston,2024-03-08,QM24S2400575,"3,219",24.3,34343044.0,"5,156","7,788,420",,11778991.0,"285,840",,428800.0,"6,100,000",,1.0,215,,,,20.0,"4,804,147","6,778",,"177,644",,0
Black Route - Kali Car,Black Route (Kali Car),Hassan Goldy,2023-02-01,FR2X42341769,"3,221",24.3,,101,650,19.0,,,"1,958,900",5518761.0,"153,005,807",,,,,,,,,,,"7,458",,0
Aye (feat. Travis Scott),Pink Tape,Lil Uzi Vert,2023-06-30,USAT22306849,"3,204",24.3,73140012.0,"38,585","11,725,812",62.0,4645872.0,"99,384","20,079",9396584.0,"75,770,759","161,789,590",30.0,"1,410",17,6.0,"91,343",4.0,"361,815",288,,"175,009",,0
"Perdï¿½ï¿½n, Per",Esto Sï¿½ï¿½ Es Cu,Los ï¿½ï¿½ngeles Az,2018-06-08,MX1721600897,"3,214",24.3,61704511.0,"4,273","3,030,216",53.0,1185240552.0,"3,361,490",154,22976.0,"402,111","19,256,962",,378,,1.0,"20,173",6.0,"26,921,535","3,376",,"119,855",,0
Love Tonight - Edit,Love Tonight,Shouse,2017-12-14,USQY51798087,"3,213",24.3,450102131.0,"176,711","27,362,214",65.0,,,"174,000",33094580.0,"513,770,838",,68.0,"198,098",,48.0,"2,955,834",23.0,"199,734","1,050","21,847,523",,,0
Murder on the Dance Floor - triple j Like A Version,Murder on the Dancefloor (triple j Like A Version),Royel Otis,2024-01-29,AUAB02400105,"3,211",24.3,33867992.0,"7,982","13,465,713",69.0,,,"17,510",39469631.0,"407,405,367",,21.0,"25,931",3,8.0,"290,509",56.0,"661,553","1,014",,"221,646",,0
Without Me,The Source - Hip Hop Hits Vol. 6,Eminem,2002-01-01,USIR10211038,"3,210",24.3,2146682342.0,"397,228","83,160,830",83.0,347730526.0,"3,552,978","761,633",27141268.0,"177,890,147","22,608,265",118.0,"2,668",69,83.0,"2,953,010",38.0,"424,694,899","223,248","36,224,403","13,371,463",,0
Leave a Light On,Leave a Light On,Tom Walker,2017-10-13,GBARL1701655,"3,220",24.3,616379687.0,"98,086","22,349,959",65.0,348579880.0,"3,152,170","122,108",26221402.0,"205,457,689","22,801,432",70.0,"78,118",,41.0,"87,817",18.0,"13,245,878","14,608","10,102,090","13,625,815",,0
Ahora Me Llama,Ahora Me Llama,KAROL G,2017-05-26,USUM71703012,"3,208",24.3,338782953.0,"37,015","12,386,097",64.0,1100136050.0,"4,740,945","74,386",9505223.0,"99,920,646","157,434,221",25.0,"1,822",7,15.0,"86,989",10.0,"89,151,096","22,315",,"1,724,227",,0
Amigos Con Derechos,Amigos Con Derechos,Reik,2018-08-31,MXF011800409,"3,203",24.3,503187980.0,"36,629","13,318,890",65.0,857645221.0,"2,562,683","32,580",5181492.0,"40,522,645","111,178,750",43.0,104,74,27.0,"221,999",25.0,"57,708,356","12,061",,"1,724,848",,0
Lost Boy,Lost Boy,Ruth B.,2015-08-21,USSM11506787,"3,207",24.3,840781611.0,"93,600","36,206,570",64.0,32641573.0,"335,427","1,010,070",25149358.0,"160,655,710","2,335",66.0,"1,910",21,29.0,"285,187",30.0,"395,651,668","664,276","1,523,157","3,966,093",,0
"10,000 Hours (with Justin Bieber)","10,000 Hours (with Justin Bieber)",Dan + Shay,2019-10-04,USWB11902440,"3,215",24.3,1060319450.0,"93,637","53,500,350",67.0,361854211.0,"3,836,505","143,760",9183035.0,"64,709,989","801,371,563",,537,311,1.0,282,50.0,,,,,,0
More Than You Know,More Than You Know,Axwell /\ Ingrosso,2017-05-24,GBUM71701735,"3,218",24.3,1346174222.0,"180,267","66,781,268",75.0,68221936.0,"484,565","115,781",8359988.0,"87,048,066",,157.0,"99,714",,92.0,"550,941",48.0,"34,196,542","17,254",,"9,094,363",,0
act iii: on god? (she like),act iii: on god? (she like) - Single,4batz,2024-03-01,QZQAY2477076,"3,206",24.3,23065156.0,"5,493","6,103,682",,9568515.0,"227,421",,,,"828,041",14.0,156,44,,,7.0,"490,398",283,"1,807,347","140,665",,0
Diamondz n Roses,Diamondz n Roses,VaporGod,2023-03-23,QZHN42330211,"3,205",24.3,33044062.0,"11,085","1,851,125",6.0,17304165.0,"306,669","971,409",281266723.0,"2,490,290,769",,1.0,4,25,1.0,"1,551",,"37,348",124,"4,078,815","42,664",,0
Mala Fama,Mala Fama,Danna Paola,2019-03-28,MXUM71900480,"3,209",24.3,346737588.0,"25,823","6,551,065",62.0,859633229.0,"5,596,983","131,003",15861564.0,"141,133,651","114,882,014",26.0,"3,395",18,8.0,"18,898",17.0,"1,854,603","3,604",,"710,052",,0
banking on me,DS4EVER (Deluxe),Gunna,2022-01-07,QMCE32200098,"3,222",24.3,170941932.0,"73,853","8,684,961",62.0,68412662.0,"574,589","27,400",12640222.0,"101,411,557","307,396,103",17.0,"38,519",261,6.0,"59,038",6.0,"9,902,950","4,623",,"824,789",,0
Main Sharabi,Main Sharabi,Rajeev Raja,2020-12-06,INA2M2000029,"3,225",24.2,5984965.0,"1,054","63,371",35.0,722868512.0,"3,856,431","4,226",97737.0,"1,676,397",,,3,,,,,,,,"53,348",,0
Paris,Paris,The Chainsmokers,2017-01-13,USQX91603031,"3,243",24.2,1188567787.0,"125,952","35,637,449",68.0,96234317.0,"684,919","1,173,367",58227763.0,"388,633,141","367,951",99.0,"47,278",91,55.0,"634,007",20.0,"251,208,489","114,412","1,880,533","4,914,487",,0
Ayang,Ayang,Nabila Maharani,2022-10-05,IDA832108560,"3,233",24.2,1088915.0,89,"29,328",31.0,45683645.0,"212,924","2,100,000",92096902.0,"1,504,849,718",,,53,,,,,,,,"36,502",,0
You & Me (Coachella ver.),JENNIE Special Single [You & Me],JENNIE,2023-10-06,KRA402300042,"3,223",24.2,68266114.0,"3,723","4,165,912",,110533031.0,"640,587",,,,,4.0,,,,,,,,,"191,626",,0
MERCEDES CAROTA,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,2023-10-13,QMFME2364192,"3,231",24.2,102660899.0,"18,253","6,004,573",,32838380.0,"323,861","3,233",2189880.0,"21,328,128","2,634,695",9.0,186,,,,3.0,"3,314,440",726,,"208,933",,0
Heavy On My Heart,"2 Faced, Pt. 2",LUCKI,2024-05-31,USUYG1551958,"3,237",24.2,3495596.0,848,"6,929,395",,757869.0,"24,482",,,,"381,728",4.0,2,4,,,8.0,"6,382",12,"356,530","29,596",,0
Not So Bad (Leans Gone Cold),Sremm 4 Life,Rae Sremmurd,2023-04-07,USUM72303405,"3,230",24.2,45382812.0,"26,937","2,239,607",57.0,55687483.0,"788,743","163,701",4240089.0,"53,885,377","180,034,531",4.0,"1,377",26,1.0,"4,099",1.0,"16,342,786","2,392",,"1,004,688",,0
JGL,JGL,La Adictiva,2022-02-18,MXA411400136,"3,241",24.2,437825141.0,"37,050","18,118,265",70.0,138771397.0,"987,474","250,537",41061849.0,"550,954,115",,17.0,"4,299",,2.0,"67,662",11.0,"44,781,013","14,175",,"641,134",,0
Swimming Pools (Drank),"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,2012-01-01,USUM71207642,"3,227",24.2,731646994.0,"157,106","24,325,603",75.0,149345457.0,"1,143,981","40,220",10917801.0,"87,387,158","395,108",62.0,126,21,27.0,"47,780",14.0,"665,742,058","753,880",,"6,577,435",,0
Kool-Aid,Kool-Aid,Bring Me The Horizon,2024-01-05,GBARL2301975,"3,235",24.2,49756092.0,"11,905","10,502,401",73.0,16624763.0,"340,925","5,352",214666.0,"4,372","15,168,530",12.0,"3,566",5,9.0,"277,848",22.0,"2,053,888",472,"351,383","65,087",,0
Can't Remember to Forget You,Can't Remember to Forget You,Shakira,2014-01-13,USRC11301790,"3,228",24.2,526083566.0,"76,288","26,987,950",69.0,1460145349.0,"7,622,345","56,018",34115468.0,"212,271,619","1,707,525,092",40.0,"11,313",1,38.0,"278,693",16.0,"60,118,803","44,915",,"5,075,463",,0
Bad Things (with Camila Cabello),Bad Things,mgk,2016-10-14,USUM71609854,"3,226",24.2,683966195.0,"70,054","13,629,016",65.0,570116637.0,"4,467,555","54,403",9917672.0,"57,154,966","36,834,339",62.0,"14,822",12,21.0,"48,262",9.0,"310,531,184","182,439",,"6,123,810",,0
Feather - Sped Up,Feather (Sped Up),Sabrina Carpenter,2023-08-04,USUM72311527,"3,236",24.2,22007314.0,"2,582","3,001,576",54.0,,,"1,100,000",73900301.0,"750,594,068",,1.0,11,150,,,,"35,115","1,022",,"221,129",,0
Softcore,The Neighbourhood,The Neighbourhood,2018-03-09,USSM11800523,"3,234",24.2,915401494.0,"155,329","39,721,831",80.0,223385717.0,"2,683,841","188,807",155773701.0,"1,120,661,792","94,156,143",31.0,"1,149",183,26.0,"201,960",14.0,"4,988,511","7,679",,"4,588,227",,0
Sacrifice,The Highlights (Deluxe),The Weeknd,2021-02-05,USUG12106685,"3,240",24.2,387273112.0,"61,978","16,015,269",65.0,103938760.0,"1,316,097","21,110",10221959.0,"179,105,827","2,664,563,656",59.0,"201,646",708,42.0,"2,095,389",39.0,"8,539,058","2,764",,"1,926,829",,0
The Prophecy,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,USUG12402548,"3,224",24.2,81419779.0,"3,003","13,808,567",,4628735.0,"66,025",,106802.0,"485,970",,6.0,45,,,,13.0,"917,387",636,,"35,017",,0
Attention,Attention,Doja Cat,2023-06-16,USRC12301102,"3,239",24.2,124343335.0,"25,076","9,223,630",59.0,38371589.0,"948,608","19,555",21295468.0,"244,276,844","1,278,125",37.0,"18,360",41,28.0,"137,444",33.0,"3,872,525","3,280",,"497,479",,0
Replay,Now! 15,Iyaz,2009-01-01,USRE10901161,"3,232",24.2,941989512.0,"202,958","78,141,768",74.0,680420701.0,"5,796,336","248,312",30186137.0,"239,082,117","208,116,538",49.0,"37,387",58,24.0,"370,752",6.0,"505,346,500","567,747",,"6,223,045",,0
MVP,MVP,Shubh,2024-05-10,INW262400751,"3,229",24.2,13194395.0,706,"5,333,338",70.0,13890373.0,"454,342",,,,"19,904,542",18.0,45,,,,13.0,"8,516",1,,"26,440",,0
Around Me (feat. Don Toliver),HEROES & VILLAINS,Metro Boomin,2022-12-02,USUG12208788,"3,238",24.2,223785164.0,"57,258","5,817,337",71.0,15012510.0,"128,598","10,832",6101983.0,"56,806,507",,10.0,67,,2.0,"19,747",,"592,559",668,,,,0
PHONKY TOWN,Phonky Town,PlayaPhonk,2021-03-16,QZDA82146449,"3,242",24.2,272702293.0,"96,215","17,590,009",62.0,79195534.0,"938,464","551,633",191409490.0,"1,530,938,016","4,455,085",22.0,9,,5.0,"90,934",1.0,,,,"1,942,410",,0
We Rollin,WE ROLLIN,Shubh,2021-09-17,QZMEQ2168582,"3,245",24.1,258337879.0,"25,049","3,683,882",65.0,297136479.0,"3,230,400","761,830",14183967.0,"226,438,634","795,121",9.0,93,,,,2.0,"13,762",29,,"339,861",,0
Si Te La Encuentras Por Ahï¿,Si Te La Encuentras Por Ahï¿,Feid,2022-08-05,USUM72214628,"3,254",24.1,245582383.0,"50,023","10,033,886",65.0,100812283.0,"754,232","28,407",6489257.0,"97,281,914","319,953,187",19.0,"5,593",75,6.0,"272,667",3.0,"2,377,785",259,,"313,095",,0
Daru Badnaam,Daru Badnaam,Param Singh,2016-12-24,GBLQN1619802,"3,246",24.1,92896589.0,"15,887","2,265,888",57.0,1409748329.0,"8,483,910","390,900",10757515.0,"203,136,653","59,414,723",5.0,367,,,,4.0,,,,"263,588",,0
NARCISSISTIC PERSONALITY DISORDER,Narcissistic Personality Disorder - Single,Odetari,2023-04-01,QZHN62339350,"3,248",24.1,183162195.0,"30,174","5,050,179",69.0,45192343.0,"634,145","166,309",37085192.0,"229,093,751",,1.0,7,,,,,"493,769","1,560","376,683","469,880",,0
Memory Lane,Memory Lane - Single,Old Dominion,2023-01-05,USAN22200051,"3,260",24.1,116035112.0,"12,404","6,217,052",61.0,11537522.0,"78,076","3,454",586409.0,"10,490,564","151,376,171",35.0,"152,815",378,5.0,"88,483",30.0,"51,784,536","5,255",,"312,027",,0
24 (feat. Lil Baby),24 (feat. Lil Baby),Money Man,2020-08-14,USUYG1327132,"3,267",24.1,390733154.0,"105,426","12,610,976",64.0,131372042.0,"1,114,310","7,376",2506375.0,"24,693,976","4,105,289",49.0,43,40,,,2.0,"76,615,431","34,462",,,,0
THE SHADE,WHO CARES?,Rex Orange County,2022-03-11,USRC12102927,"3,263",24.1,350427750.0,"49,991","14,312,352",71.0,124215789.0,"737,982","204,742",61504934.0,"569,263,172","544,115,326",15.0,"15,807",,10.0,"36,767",13.0,"397,851",508,,"477,438",,0
You,You,Regard,2021-04-16,GBCEN2100035,"3,249",24.1,313144836.0,"59,063","18,646,872",62.0,63377694.0,"505,563","53,473",9402727.0,"105,002,413","9,385,389",153.0,"122,148",285,53.0,"431,971",47.0,"101,741,112","10,653",,"2,293,223",,0
Thinking out Loud,Full Circle: The Live Anthology,Ed Sheeran,2011-11-20,GBAHS1400099,"3,253",24.1,2502925593.0,"212,574","119,020,197",76.0,430771444.0,"3,399,564","168,386",63593438.0,"548,933,681","25,654,740",360.0,"197,343",100,346.0,"1,160,637",80.0,,,,"26,904,347",,0
Cake By The Ocean - Cover,COOL & POP HIT CHART!!,LOVE BGM JPN,2023-03-20,TCJPU2397752,"3,329",24.1,,,,,,,,,,,,,,,,,,,,,,0
Mbappe,"SEN2 KBRN, VOL. 2",Eladio Carrion,2022-11-18,QMDA72266870,"3,250",24.1,204730798.0,"35,882","4,007,932",68.0,94105710.0,"701,021","153,900",45043047.0,"411,286,349","2,672,924",12.0,"4,737",836,6.0,"83,143",9.0,"1,156,454",799,,"258,504",,0
Maria,Marï¿½,HWASA,2020-06-29,KRA382002246,"3,258",24.1,280901994.0,"31,034","6,694,945",63.0,489518287.0,"8,770,696","854,500",100199461.0,"948,594,062","14,011,677",6.0,"3,915",7,6.0,"43,233",20.0,"2,248,413","3,097",,"126,970",,0
PRIMER AVISO,PRIMER AVISO - Single,Maria Becerra,2024-02-29,USWL12400615,"3,244",24.1,28563790.0,"1,755","8,072,460",19.0,40333378.0,"420,833",,205870.0,"1,423,100","159,095,018",2.0,"4,075",,14.0,"439,014",19.0,"111,604",,,"59,172",,0
Butakera,Butakera,La Joaqui,2022-07-28,ARACN2200009,"3,259",24.1,127392768.0,"22,713","6,540,862",59.0,129725858.0,"558,219","897,800",280690579.0,"2,966,243,206","7,595,234",5.0,"1,253",,8.0,"41,707",5.0,"39,938",55,,"282,479",,0
Savage,Savage - The 1st Mini Album - EP,aespa,2021-10-05,KRA302100326,"3,247",24.1,222400657.0,"19,680","9,854,978",68.0,399807694.0,"5,239,967","113,542",141153423.0,"936,285,256","145,924,225",21.0,"3,257",148,1.0,"4,799",17.0,"577,999",666,,"400,154",,0
Destino o casualidad (feat. Ha*Ash),Destino o casualidad (feat. Ha*Ash) - Single,Melendi,2018-05-01,ES5151801626,"3,257",24.1,,,,,1260431361.0,"3,643,373",,,,"7,381,198",14.0,,,,,,,,,"1,142,692",,0
Mad at Disney,Mad at Disney,salem ilese,2020-06-24,QMEZE2076989,"3,265",24.1,335604759.0,"47,721","9,209,948",3.0,155802565.0,"3,846,286","1,961,193",340937251.0,"2,759,903,957","1,644,734",39.0,"21,424",,272.0,"26,241",1.0,"25,337,036","48,345",,"1,008,719",,0
TE AMO ï¿½,TE AMO ï¿½,Fer Vazquez,2024-04-30,ARC082400003,"3,264",24.1,5790738.0,369,"3,488,921",64.0,20489530.0,"159,632",,,,"16,582,955",1.0,"1,068",,6.0,"298,082",4.0,"2,039",11,,"27,697",,0
Dilemma,Dilemma,Green Day,2023-12-07,USRE12201093,"3,268",24.1,15987089.0,"4,424","5,306,843",,4035815.0,"111,954",,,,"1,730,920,237",9.0,"72,182",64,7.0,"193,338",21.0,"1,051,867",256,,"183,738",,0
Kitchen Stove,Kitchen Stove,Pozer,2024-02-23,GBARL2400167,"3,266",24.1,20395364.0,"3,841","6,746,386",,5280055.0,"70,627",,,,"24,444,704",4.0,974,,5.0,"220,079",16.0,,,"3,472,834","54,940",,0
Luchtballon,Luchtballon,Joost,2024-06-04,NL4TG2400013,"3,251",24.1,4794950.0,498,"2,896,644",67.0,3452898.0,"170,142",,,,"2,075,242",3.0,69,,3.0,"281,784",2.0,646,,,"12,447",,0
Trojan Horse,Split Decision,Dave,2023-06-04,GBUM72305707,"3,252",24.1,76510509.0,"35,841","3,367,961",64.0,11734153.0,"115,504",61,5249.0,"76,912","5,542",30.0,127,,3.0,"289,994",4.0,"151,911",164,"2,313,730","138,675",,0
Porque Te Vas,Porque Te Vas,Victor Cibrian,2024-04-05,QZ9QQ2400258,"3,262",24.1,31438986.0,"1,429","21,671,170",74.0,21490653.0,"239,191","3,514",,,,1.0,8,,2.0,"1,076,696",,"91,422",300,"59,394","212,412",,0
Neon Pill,Neon Pill,Cage The Elephant,2024-01-19,USRC12303405,"3,261",24.1,12032878.0,"3,204","6,664,877",,1683275.0,"38,016",,,,"17,276,700",14.0,"58,674",52,10.0,"85,262",22.0,"2,022,938",296,,"120,938",,0
Beautiful Girl,Beautiful Girl,Luciano,2022-04-28,DECE72201083,"3,255",24.1,191569959.0,"73,054","4,131,980",57.0,55509965.0,"448,500",690,12323369.0,"129,718,183","80,052,391",16.0,"12,300",,13.0,"101,700",7.0,611,,"156,739","343,759",,0
"After The Storm (feat. Tyler, The Creator & Bootsy Collins)","After The Storm (feat. Tyler, The Creator & Bootsy Collins)",Kali Uchis,2018-01-12,GBUM71706492,"3,256",24.1,589832336.0,"139,494","20,487,412",74.0,208632840.0,"2,426,614","43,833",21945800.0,"118,952,804","58,506,780",88.0,"2,371",,31.0,"101,096",21.0,"19,561,450","14,137","24,178,574","1,800,184",,0
Tï¿½ï¿½ Me Dejaste De Qu,Tï¿½ï¿½ Me Dejaste De Querer (feat. Niï¿½ï¿½o de Elche & La ,C. Tangana,2020-11-05,ES5022000718,"3,277",24.0,401979272.0,"80,139","15,198,667",66.0,236719624.0,"1,667,710","101,915",18751200.0,"203,030,554","86,821,613",75.0,"15,171",6,33.0,"364,216",13.0,"232,813",694,"1,133,646","1,750,278",,0
Spotless (feat. The Lumineers),Spotless (feat. The Lumineers),Zach Bryan,2023-08-24,USWB12304905,"3,271",24.0,157676395.0,"21,485","5,429,963",76.0,5025676.0,"28,970","3,492",308886.0,"2,359,449","3,948,452",13.0,"8,672",302,4.0,"515,925",59.0,"12,486,187","3,596","1,123,740","118,515",,0
These Walls,Radical Optimism,Dua Lipa,2024-05-03,GBAHT2400111,"3,284",24.0,37789672.0,"2,484","49,070,048",,,,,,,"56,004,473",34.0,"3,623",,35.0,"1,517,880",49.0,"2,656,320",165,,"48,447",,0
Egwu,Egwu,Chike,2023-12-15,QZW9L2379698,"3,272",24.0,35119540.0,"2,907","7,078,317",66.0,45526146.0,"393,618",,11483596.0,"163,624,449","138,286,932",24.0,"1,944",,4.0,"612,699",16.0,,,,"1,958,847",,0
Die For You (Remix Acapella),Die For You (Remix Acapella) - Single,The Weeknd,2023-03-02,USUG12301604,"3,281",24.0,,,,,,,,,,,,"280,002",,,,,,,,,,0
Me Rehï¿½ï,Me Rehï¿½ï,Danny Ocean,2016-09-16,USWL11700128,"3,274",24.0,1779760815.0,"90,161","37,656,145",69.0,734259158.0,"3,624,282","513,775",50587031.0,"371,899,383","6,608",136.0,"23,294",82,57.0,"1,437,169",6.0,,,,,,0
Baby you,Baby you,ýýýýýý,2023-01-18,JPCO02230140,"3,273",24.0,30361093.0,"6,140","1,321,340",52.0,30346457.0,"499,318","1,530,302",159193521.0,"1,949,963,259","70,002,169",16.0,114,,,,4.0,,,,"250,538",,0
CUAL ES ESA,FERXXOCALIPSIS,Feid,2023-12-01,USUM72318210,"3,285",24.0,84131713.0,"9,659","7,789,551",71.0,46945484.0,"239,851",229,1550.0,"28,600","76,010,877",5.0,"3,267",,6.0,"3,588,081",1.0,"145,825",101,,"154,493",,0
Armed And Dangerous,Goodbye & Good Riddance,Juice WRLD,2018-05-23,USUG11802039,"3,283",24.0,786839663.0,"128,506","20,744,090",70.0,369178947.0,"2,899,865","115,366",15447249.0,"108,771,380","52,186,744",37.0,17,28,14.0,"35,425",8.0,"36,174,479","82,435",,"763,212",,0
Salimo de Noche,Salimo de Noche,Tiago PZK,2021-10-21,AR3N42100003,"3,275",24.0,315581950.0,"56,373","8,132,909",59.0,200961304.0,"1,909,013","203,539",88373861.0,"767,313,472","280,284,318",15.0,"5,092",,15.0,"62,708",7.0,"21,095",,,"346,879",,0
"Eladio Carrion: Bzrp Music Sessions, Vol. 40","Eladio Carrion: Bzrp Music Sessions, Vol. 40",Bizarrap,2021-06-09,UYB282101016,"3,276",24.0,312622847.0,"59,149","10,135,558",66.0,275292905.0,"3,116,842","71,000",18807302.0,"190,656,582","1,635,575",19.0,403,,7.0,"121,113",6.0,"2,822,483","1,630",,"515,254",,0
Love,AFROBOY,Kouz1,2023-01-13,DGA082226042,"3,269",24.0,41059494.0,"17,144","2,565,553",40.0,76632734.0,"573,257","821,200",62289548.0,"1,163,210,746",,4.0,"2,210",,1.0,"6,562",,,,,"510,815",,0
La Gozadera,Full Circle: The Live Anthology,Gente De Zona,2011-11-20,USSD11500071,"3,286",24.0,613120952.0,"70,633","25,238,321",69.0,1740143685.0,"4,862,755","134,831",27997984.0,"266,381,642","268,187,596",105.0,"19,259",59,48.0,"157,490",46.0,"105,181,711","88,056",,"4,595,901",,0
Skechers,Skechers,DripReport,2020-01-12,QZFYX2083092,"3,280",24.0,402600493.0,"78,831","9,948,573",60.0,31685487.0,"843,639","1,921,469",308754044.0,"2,812,434,668","70,368",41.0,,,8.0,"62,612",2.0,"6,114,736","122,858",,"3,331,270",,0
I Feel Like I'm Drowning,I Feel Like I'm Drowning,Two Feet,2017-11-10,USUM71709320,"3,270",24.0,503915156.0,"116,054","26,974,343",72.0,395172100.0,"4,550,650","172,195",57781993.0,"485,983,172","19,024,819",10.0,"28,138",73,10.0,"106,988",10.0,"133,226,702","41,440",,"5,040,350",,0
Ando Enfocado,Ando Enfocado,Jaziel Avilez,2022-11-18,QZTGS2200203,"3,278",24.0,191918763.0,"17,921","8,023,886",67.0,168330437.0,"768,931","51,300",4813141.0,"63,785,723",,6.0,6,3,2.0,"50,523",6.0,"25,400,655","3,262",,"404,205",,0
First Person Shooter (feat. J. Cole),For All The Dogs,Drake,2023-10-06,USUG12306094,"3,282",24.0,328526298.0,"14,390","6,681,758",,17047473.0,"217,601","93,800",18344787.0,"197,098,789",407,24.0,37,,6.0,"123,064",,,,,,,0
Downtown,Downtown,Anitta,2017-11-19,BRWMB0700761,"3,279",24.0,678928131.0,"57,167","19,566,520",72.0,775603021.0,"5,185,313","272,600",72091395.0,"567,535,888","419,111,609",58.0,"8,828",141,144.0,"254,568",46.0,"57,268,252","20,138",,"2,588,672",,0
Crï¿½ï¿,Crï¿½ï¿,KAROL G,2018-11-02,USUM71817050,"3,287",24.0,474863499.0,"33,671","14,288,251",67.0,817844545.0,"3,801,744","22,342",1320930.0,"21,632,035","149,759,944",28.0,"6,537",8,24.0,"209,963",34.0,"60,496,578","8,863",,"51,229",,0
"Go Loko (feat. Tyga, Jon Z)",Go Loko,YG,2019-05-03,USUM71904934,"3,306",23.9,359828344.0,"77,046","11,168,503",56.0,294072510.0,"3,184,637","1,311,823",40532086.0,"289,928,883","3,159,297",29.0,"13,007",97,21.0,"37,239",4.0,"47,722,670","61,724",,"2,142,565",,0
REMIX EXCLUSIVO,REMIX EXCLUSIVO,Feid,2023-03-17,USUM72304040,"3,292",23.9,185448173.0,"32,140","17,704,359",66.0,64774453.0,"486,024","17,536",2313721.0,"19,349,275","5,630",18.0,"4,148",25,5.0,"381,761",19.0,"3,645,201",353,,"347,852",,0
"ZEIT, DASS SICH WAS DREHT","ZEIT, DASS SICH WAS DREHT",$OHO BANI,2024-02-23,DEKF22400164,"3,291",23.9,54065563.0,"7,779","9,672,092",73.0,6744201.0,"72,802",,,,"89,825,480",18.0,"7,736",,16.0,"9,108,102",16.0,,,,"198,646",,0
Corazï¿½ï¿½n Roto pt. 3 (feat. Jhayco & Ryan Cas,Corazï¿½ï¿½n Roto p,Brray,2023-09-08,USUM72313435,"3,297",23.9,139751220.0,"18,392","12,791,215",20.0,49641305.0,"248,150",,,,"28,619,808",14.0,,,13.0,"211,845",,,,,"235,413",,0
penjaga hati,penjaga hati,Nadhif Basalamah,2023-06-21,DGA052306119,"3,304",23.9,252681087.0,"11,425","9,250,560",76.0,99627762.0,"516,029",,35520433.0,"341,258,424","45,212,529",10.0,"4,037",,,,,,,,"163,467",,0
"Vaathi Coming (From ""Master"")","Vaathi Coming (From ""Master"")",Anirudh Ravichander,2020-03-10,INS172000675,"3,300",23.9,94152948.0,"9,693","3,944,785",56.0,675223784.0,"6,031,429","878,600",51767552.0,"848,894,091","156,425,286",7.0,323,,,,8.0,"14,043",,,"166,731",,0
3 Headed Goat (feat. Lil Baby & Polo G),3 Headed Goat,Lil Durk,2020-05-07,USUM72009132,"3,294",23.9,354889332.0,"121,632","12,554,800",65.0,143802247.0,"1,597,342","32,776",14487556.0,"91,865,926","19,727,912",53.0,"5,126",,7.0,"47,181",7.0,"24,480,728","26,981",,"881,261",,0
Monica,LOVE AND CHAOS,Kuami Eugene,2023-10-12,USUYG1502416,"3,298",23.9,3604452.0,787,"624,598",,7474271.0,"69,482","839,100",9769727.0,"167,597,754","7,275,696",4.0,322,,,,,"7,910",32,,"216,973",,0
Home (Lala),Expectations,Dayzy,2023-01-17,QMFMF2214684,"3,288",23.9,,1,63,,307164348.0,"603,059",,,,"26,664,062",,7,,,,,,,,2,,0
La Playa,La Playa,Myke Towers,2019-04-09,QM6MZ1924281,"3,290",23.9,322757243.0,"60,278","9,152,097",62.0,640816810.0,"3,577,858","191,433",28268064.0,"215,995,105","4,594,525",26.0,"1,370",27,5.0,"23,543",16.0,"18,991,444","10,517",,"833,830",,0
ýýýýýýýý ýýýýýýýýýý - ýýýýýýýýýý,ýýýýýýýý ýýýýýýýýýý - ýýýýýýýýýý - Single,DJW9,2023-05-16,QZK6L2307991,"3,303",23.9,,8,55,,230878707.0,"1,434,387",,,,"5,869,394",,357,,,,,,,,"42,191",,0
